Peptide,Neg5m_NegCTL,Neg15m_NegCTL,Neg30m_NegCTL,Neg1h_NegCTL,Neg4h_NegCTL,Neg24h_NegCTL,Pos5m_PosCTL,Pos15m_PosCTL,Pos30m_PosCTL,Pos1h_PosCTL,Pos4h_PosCTL,Pos24h_PosCTL
CFTR_730_742,0.14699897184431315,0.7863880751275097,0.9726795732732708,0.9243249736719816,0.511647861095652,-0.05915225564898859,1.3080531122272294,1.453513008719274,1.2998652497073797,0.8407929326927229,1.0227746303676195,0.04443633431025222
CGHB_109_121,-0.3222006469157745,0.04505033986113874,0.5015960259478763,0.4648311314936002,0.22684549468162304,0.09314972573574418,0.5830950876193534,0.6477229055912028,0.5973016851845617,0.5060454361965494,0.410031206756132,-0.1466427351229571
CO4A3_1429_1441,0.11793959727810174,0.13973661767379458,-0.20706536138443027,-0.09495049229366705,-0.20557087179188588,-0.121643347292362,0.12617016087551747,0.2486191177339331,0.16661339953940085,-0.10437781277074354,-0.0668124804200394,-0.13457925131655885
CREB1_126_138,0.31718026038945507,0.7343822246165294,0.41083366461050846,0.4383131696895036,0.29522866708972967,0.1977483770431192,0.7793556436676136,0.8533786770993815,0.8148875158257655,0.3954376081623845,0.5930846444884814,0.14798602178108786
CSF1R_701_713,0.20337655213440264,0.5699325350028955,0.527128592191886,0.463254741709702,0.338872347655179,0.0944771458216452,0.8552171651153238,0.979301341990349,0.8796526266380033,0.4797512158646781,0.6344561528923899,0.05363947219444576
DESP_2842_2854,0.21920366248358292,0.5236528908861837,0.5002076838065603,0.5397726460411265,0.34316453917916656,-0.14560539303417208,1.208956685166335,1.453206604068347,1.3980447516316366,0.5841515072816682,1.0096071825362227,-0.06605507463888274
EPB42_241_253,0.3682886900644696,0.6910514851538739,0.6402237987690382,0.5123559309586782,0.2584573835125834,-0.12472035776779104,1.018317733375559,1.2991594345216708,1.168965892721454,0.5812300550215355,1.008485154745084,0.03206041503068253
ERBB2_679_691,0.22917050601445743,0.08245297649060213,-0.08056985859492134,-0.03920312752739126,0.00165614642002864,0.17914582214113456,0.16918215367092415,0.11066746774728622,0.23889849031002977,0.04489791317257168,0.01722796155520889,0.3076713001662963
ERF_519_531,0.3285546647470647,0.24602179233063587,-0.05473259891160431,0.06282945261564343,-0.08856530582498016,0.04249450573688811,0.1774803363434166,0.2805093497175936,0.37958342839185344,0.4191954841138653,0.14510425550486397,-0.21002828369999835
ESR1_160_172,0.1926622703588592,0.4545939964245526,0.20250924612128784,0.23408196773683976,0.17695707888924872,0.04348991937797386,0.5733713312243905,0.5625344766310262,0.4706190679481222,0.33689460207150645,0.27172791010756353,-0.09485605030055844
EZH2_305_317,0.09897044491933588,0.7661201090480091,0.7079384225472601,0.6202807441508588,0.43506119358324735,0.05462307962136373,1.0446607472465734,0.98492874381052,0.8963307453659471,0.5820155082479207,0.7692610491996836,-0.14275602418104327
FIBA_569_581,0.21965695462402124,0.01652594652777495,-0.11886451026540476,-0.12199863049625304,-0.13083756982136813,-0.15668796260484924,0.17503783594315703,0.10567807719699474,0.19498628565464937,0.01285538876377974,0.2583076516064038,-0.2126886385248265
FOXO3_25_37,0.27639885592400965,0.16507844362177335,0.03621257295904545,-0.1674170818939403,-0.17899757536641658,-0.22671128922799227,0.07163909682273703,0.09513380299821549,0.04314510401232911,-0.11303183559337408,-0.02286282017724576,-0.07310911682417309
FRAP_2443_2455,0.10083696034115729,0.19459787851864735,0.0403804865313931,0.01106967909112525,0.02812007410934867,0.02895419838969398,0.4578240862712333,0.517314515754831,0.5715263293543881,0.07594260934526739,0.24722353772456587,-0.21683799394231568
GBF1_1331_1343,0.00761678027726523,0.09441678629402632,-0.03395304057349173,-0.14732913979125567,-0.07212799914978132,0.27222611634070343,-0.25315835313281065,-0.5716969267841455,-0.6035814675133634,-0.310724808661083,-0.23806340226981648,-0.2776952108913511
GPR6_349_361,0.20064943962181037,0.32242243002872445,0.00177797007542176,-0.08681523385444123,0.01161101820034606,0.01689579505220913,0.223600834691549,0.322065362322103,0.35459147266993407,0.05645040183836099,0.1446030870873066,-0.0191546226025269
GPSM2_394_406,0.23314681591478512,0.6122487879996656,0.6656902833205424,0.5908216844504279,0.3662770898088012,0.05133732124418966,1.2301665503989587,1.301085908494218,1.1129895430006371,0.6857600035411284,1.0369994169400496,0.06100523847779282
GSUB_61_73,0.2594768521356106,0.2292523625597589,0.10946982513767298,-0.15471255950627297,-0.1243710760552649,-0.1648101404167388,0.11393549285322369,0.2367735489333036,0.11160901030463824,0.03072934381812923,0.1089941993251721,0.06133017624516856
GYS2_1_13,0.3987625689761005,0.17632916841961271,-0.07792162601217742,-0.02893004833426597,-0.19815611722329804,-0.2706282915565594,0.14319100143651475,0.01511081502898235,0.04819523534827101,-0.04231598222643769,-0.00520366101287688,-0.07903048772171524
H2B1B_ 27_40,0.23805230336254488,0.23839009319937343,-0.03637389917061787,-0.05838698897843297,-0.04057686946366819,0.10473473926482237,0.23522898618339175,0.20543042339094136,0.3515417354803819,0.03260709304899241,0.05888006145370372,0.10639274051088304
H32_3_18,0.02781737924544902,0.28487551603057515,0.07002431268427114,-0.02966587048967669,-0.01026681376925136,0.15946803424344164,0.0933151215496455,0.07910936346869443,0.20328162056822813,0.09435542714087486,0.08996017736343939,0.20495061532541095
IF4E_203_215,0.282137449581296,0.24436860128475055,-0.01528670987579043,-0.16648583407526582,-0.1928563709568388,-0.25661917342346435,0.16706225669111033,0.0537237051705528,0.16841304288225817,-0.03699230533995153,0.06174191125771837,-0.13897843410435673
IRS1_788_800,0.4752230592127997,0.38975196921851385,0.27902852231558484,-0.03177657861842024,-0.13408915756764875,-0.03819314532579761,-0.00634753582219064,0.01981250193473964,0.03411301906283448,-0.05714665302902114,0.06276641045833742,0.02202355581968262
K6PL_766_778,0.02508753290012426,-0.6149116331390907,-0.25078351088161843,0,0,0,0,0,0,-0.11899827853053029,-0.12522795918963858,-0.1769738535060424
KAP2_92_104,-0.01053357364018777,0.3464898862607993,0.3545383846177108,0.5229444916291769,0.3635282883363032,0.00490897999672559,0.9781068319431606,1.0582349049516715,1.0027730016932337,0.5738257478208778,0.6918040625380625,-0.12146877580651456
KAP3_107_119,-0.01579466210632141,0.36582879954410547,0.5976548419326994,0.6501086534452464,0.4373902244222461,0.05001999875580528,0,0,0,0.5294267901395807,0.6448266668925484,0.00377281485844408
KAPCG_192_206,0.05036755136614376,0.07466596386482749,-0.02739148808860658,0.14212240785379365,0.020216068004746,0.13151311925656728,0.09721976713151588,0.0379678138091369,0.15054149396274466,0.07512125380063524,0.01013623443491308,-0.14380007907826037
KCC2G_278_289,0.11396790075474827,0.20210866404872663,0.14149894085485704,-0.00780153958327112,0.02400131196717906,0.12331709695800176,-0.07347014185127274,0.01479926336376606,0.21247662574302212,-0.1948640715746735,0.19252935617284123,0.18508547803198783
KCNA1_438_450,0.3762202952528805,0.7936395760904196,0.8048914325410852,0.714384802113354,0.49038575483436464,0.08064146739098366,1.0638496709684686,1.1940474236077243,1.145058390622398,0.5668190046611447,0.7444442132044292,-0.2017715516823172
KCNA2_442_454,0.26703412802827425,0.46915319055246424,0.1541391000258594,0.16191178299391082,0.152395729585287,0.04112409470404307,0.5337463533903618,0.6509368404217231,0.6050545769823756,0.28272837641137877,0.3516715580465369,-0.08939978769669979
KCNA3_461_473,0.3773354210102541,0.3878168774586157,0.2329527627469948,0.11483277485164724,0.025332636467397,0.1117803979672587,0.2004590589988015,0.25828812384677224,0.2720143429726797,0.25953363450851413,0.21126819666598468,-0.08856400028035664
KCNB1_489_501,0.07819346684467021,0.03876788269673881,0.01737828912709134,-0.07718630086853265,-0.07685544108315263,-0.09086345474749832,0.409033483434946,0.3557309416641929,0.49329443702417414,0.27286354850873656,0.3433375854057612,-0.2654759700240928
KCNH2_277_289,-0.04108909112884589,0.9186777849725262,1.011588297423378,0.8787072348695268,0.5361526788145241,0.03848157801576887,1.1465651675119648,1.2729223807838306,1.1674354904977875,0.7362145260921231,0.9117413262902266,-0.08203947279881105
KIF2C_105_118_S106G,0.3338127553553119,0.3333040384761408,0.03004118844538261,-0.0520150100832127,0.07197889768856727,0.21421974937007232,0.11099592382042782,0.15689291966183855,0.29037268732297683,0.03462869152621135,0.12549035930025157,0.1941593891000153
KPB1_1011_1023,0.09694459256651142,0.8691475461907491,0.8645343397167622,0.8478807142007915,0.5461402582280656,0.05236201499129814,1.247827566299825,1.4042932902186684,1.3035205399065586,0.7796758109584138,0.8641925620439336,-0.09245462839171736
KS6A1_374_386,0.1892595750509427,0.08229256017905584,-0.03655919606753599,-0.08560078417484422,-0.13494113661966653,0.05336516451759513,-0.11261978237914712,-0.00282013636730096,-0.05542388217179983,-0.06336975861523117,-0.04691368409404095,-0.05852632140417846
LIPS_944_956,0.16890105832362445,0.6297375692372539,0.5979882680729188,0.5858443771354386,0.373569590864222,0.0243240918641252,0,0,0,0.5620699702012134,0.6041812252972102,-0.07506841087198168
LMNB1_16_28,1.568401147471459,0.5093486948802218,-0.26323092575020024,-0.26785156037171315,-0.211281963278722,0.33402768640669667,0.4927292403940203,0.00248757162366538,0.19106267558134307,0.03409930963629589,-0.27898531542381055,-0.14736907604042937
MARCS_152_164,0.05770312947290505,0.1690361523414546,-0.02334525188521485,-0.11369285281601282,-0.12744374007954562,-0.14592606869405272,0.1347743135002319,0.2720627674845121,0.19379325951951315,0.1315406814165255,0.03988429344342906,0.06100463769225654
MARCS_160_172,0.17338928221383565,-0.01227762085522212,-0.08738975906841992,-0.16975308480208126,-0.22260511394244187,-0.11685832910738844,0.1530404166152636,0.15225541865135145,0.23717788876709928,-0.0499031536517706,0.20273894646787277,0.01766721232373136
MBP_222_234,0.6267144241911572,0.43693214513309303,-0.03300879772894483,-0.1271362527622406,-0.23312465690664175,-0.24007038167154648,0.13774685604152823,-0.13892952554455018,-0.02327700378845509,-0.0969915002743651,-0.1416239324216487,-0.07233033573163392
MP2K1_287_299,0.38736805526243767,0.27865028869270014,0.1373983435412039,-0.0811371488181069,-0.21530254360460108,-0.23416043053848704,-0.01654772371013724,-0.06025838662322099,-0.04808540165365057,-0.10988255053460438,-0.05021807151520423,-0.1875630076065589
MPIP1_172_184,0.7674698289180707,0.6543724342578958,0.5052828447815445,-0.02317585395792469,-0.11611350724583028,-0.02492950834233878,-0.04662356320856749,-0.07804431804379805,0.03173448033954784,-0.07404244371907578,0.04398542732114604,0.00897375129826845
MPIP3_208_220,0.1914756723774055,0.07651473513754681,-0.14411436579992437,0.04303902661294589,0.00404126378769698,0.04398988230793307,0.24031057734528097,0.03586870935376322,0.1900109736314848,-0.2666869762733966,0.450529505325442,-0.20130022457170385
MYL9_14_26,0.3112663020269455,0.17576897634326905,0.00818465750307713,-0.08902050891594844,-0.12580279200187702,-0.12232707823061104,0.05999743650503516,-0.00775517408234331,-0.00136585233884822,-1.5551322009106178e-4,0.0747743972876164,-0.01233893982076672
MYPC3_268_280,0.28017306729538183,0.7416659908901467,0.8322583188112365,0.6147102494521365,0.42143052767338673,-0.05286155066019304,0,0,0,0,0,0
NCF1_296_308,0.20624595614586028,0.4740149535974568,0.4040582253379193,0.3799205047376919,0.3136668806568152,0.13856605859058746,0,0,0,0,0,0
NCF1_321_333,0.18832341918283527,0.7382745462272086,0.6683674178118544,0.6622427879376023,0.42062776699550614,0.06237261992594629,0.986596671823206,1.052616204668772,0.964861164847882,0.5032673015934416,0.7128328993081924,-0.10903903760856436
NEK2_172_184,0.5398978479526196,0.47536359444760495,0.3503350901867999,-0.16587989880945417,-0.1921875641557905,-0.17955382751735746,0.1882562858243698,-0.00786155859650428,0.06876695564973753,-0.10967065765642715,-0.17745495171035142,-0.14354204268858664
NEK3_158_170,-0.14791176023987931,-0.0312934767024705,-0.3710835770870056,-0.20762045684897917,-0.22659736060802277,-0.01544947008828767,0.27194692786790114,0.2143697046101701,0.3291133431924583,-0.2177901059518049,-0.29521910068876817,-0.4062783646813092
NFKB1_330_342,0.3007771287923055,0.7509856117272662,0.7582219295382373,0.6971658182479379,0.4768577707122971,-0.1250461990812628,1.0838246594663363,1.2242073477415858,1.118982622293989,0.5967072115231945,0.7900809369192944,-0.03807554106350016
NMDZ1_890_902,0.29275660628352834,0.4295896525755805,0.2122328553700541,0.16982209623787745,0.1765148632255761,0.2063331376817352,0.6683340303439707,0.7068309135317978,0.697654005147708,0.26726732235874157,0.4553064511442682,0.09029722702196766
NOS3_1171_1183,0.37328781600596567,0.3858993257252467,0.04861790888164329,-0.04198314035232187,0.07719324773936562,0.04356679843503149,0.26792284661468635,0.27317442593271696,0.3326515732651926,0.02375175889906048,0.21853458352464727,0.20165555525285525
NR4A1_344_356,0.2106187137303781,0.1753752181094003,0.15497837927966795,-0.14657948876996615,-0.17807208649656067,-0.1159190005198664,0.03473687418234275,0.14236811326409732,0.13737487676392818,0.05124131637297383,0.0607126107434004,0.06570516401100394
P53_308_323,0.17822740866302603,0.2671647867381379,0.09882761635369666,-0.22012009638238972,-0.1637542830624608,-0.2608319297052164,0.26618503397562127,0.16778788612959636,0.21540636720687267,-0.0874249159974756,-0.05920973930075283,-0.2945023037564572
PDPK1_235_247,0.27165986660397107,0.21486029026843428,-0.01314277483556363,-0.04407828314606524,-0.2115891939371008,-0.04362250497782968,0.10371503036185252,0.17618819284317794,0.32048884792156446,-0.05020405339886658,0.11119661802239585,-0.01941586715960142
PKP1_167_179,0.32085639568703456,0.3560956182230213,0.0375673612486338,-0.04833277662298989,0.03979943741512638,0.2059742548670978,0.07808497858333072,0.0482950425864983,0.1497741444970509,-0.05690709978708774,0.03161075415438248,-0.01041411823115545
PLEK_106_118,0.2863570082908448,0.3150533881449616,0.15580085456922296,0.05300873286257138,0.11017144779516976,0.22832355110051,-0.02536004456357865,0.03598282692349208,0.1270899274232787,-0.10005371809011324,0.16508702695536215,0.23352930937293215
PLM_76_88,0.7196830408704802,0.8272971339086519,0.4792660293968879,0.397599264454857,0.35751422096728075,-0.10950399133906134,0.948807768795896,1.0951784927064894,0.8950008259804493,0.3848687624985976,0.575259554280259,-0.31263013482158836
PP2AB_297_309,0.30956829107256756,0.14706117523056134,-0.0639317744585548,0.01352212764895632,-0.04207257206780657,0.04585638401388954,0.05453541860187849,0.3752765749954842,0.3449703926220293,-0.36049252681144334,-0.2824976426732566,-0.11088716091607465
PPR1A_28_40,0.15469363438953315,0.0693186138773069,-0.05523990150082951,0.01589388485818421,-0.09249897958334805,-0.2899123871809799,0.17759153245048093,0.1941447087180392,0.2668350255862422,0.03719519651779515,0.0305897422037423,0.02372608231509598
PRKDC_2618_2630,0.30521019216352957,0.27823429626842106,0.04319289913325945,-0.24302929170446705,-0.2717181902657784,-0.3085130091386521,0.188913795695974,0.18724168536174624,0.25060168801778965,-0.09163650917415378,-0.09813030131843568,-0.09620645004147092
PTK6_436_448,0.1783935178552903,0.6119608216220899,0.6487583285509851,0.5560937992318156,0.34108052354431173,-0.00144526336695468,0.8565230859710393,0.9336130690373536,0.8080242697271499,0.53847835802200394,0.6079520494724763,0.0239929362247615
PTN12_32_44,0.31570370315430196,0.47504668893721735,0.31957442629298577,0.4787914176371846,0.3401844371208688,0.11687199743584652,0.7474914310978615,0.8586777603849539,0.8703628825075652,0.37337192715387424,0.5424418699932984,0.0799325219915108
RADI_559_569,0.25774947852334423,0.14344476306532808,0.06620403477936523,-0.3971878774405552,-0.2738483502920131,-0.2882464765727198,0.274351922175421,0.30172786858497097,0.6364728061561689,-0.2198851713774048,-0.22728272262966875,-0.07593232688435
RAF1_253_265,0.24279623808346543,0.3216575925107102,0.11293748099268884,0.01916871163777529,0.00247098707086866,0.1949370815381772,0.0997592932607058,0.1134420957970447,0.21309581578226225,-0.0288652199950062,0.04294142054098948,0.0815999568446785
RAP1B_172_184,0.13106230012589895,0.15519368713231815,0.00370231824531625,-0.05138118924311612,-0.09485307123700408,-0.09614259769797684,0.28410767254385344,0.3089177142474936,0.2979955549306602,0.20579436236804405,0.23802138639178003,-0.02624801992284157
RBL2_655_667,0.531555226994698,0.5164951685699476,0.3017932767289784,-0.03815627802927413,0.05799794359455923,0.46046523187690297,-0.03300031917636541,-0.09161323893796898,-0.00124412718375072,-0.12081252598533904,-0.0413458981667425,0.12484054995981678
RBM26_833_845,0.07052429882056128,0.35488623816123194,0.20822829210122448,0.10058814322496268,0.20676934473183875,0.3740347816734033,0.3378715284769787,0.3938775497547133,0.37230061763580213,0.3891551684495728,0.4219157725619702,0.15428386394318938
RB_242_254,0.5437588991546335,0.4157185317655522,0.24411228325646245,-0.1451302674611134,-0.26529683546031,-0.3684924555837214,0.10706167438529796,0.03586805103788336,0.05676141641724008,-0.14675727175765818,-0.27440611851391594,-0.5727608609627985
RB_350_362,0.2838797186713234,0.18367301076710071,0.05218658123595639,-0.1729188055389018,-0.13594237190110517,-0.17391033250872923,0.1940658942834004,0.22855645646566192,0.13478676742813206,-0.00633771157027347,0.00298245895024902,-0.20123122976276075
RB_774_786,0,0,0,0,0,0,-0.28898832854413375,0.2083012930696307,-0.4148689253247983,0,0,0
RB_803_815,0.5162005860209563,0.20839716234408873,2.7979526334192173e-4,-0.1690154725407007,-0.24385431349665007,-0.17296404434601137,0.07926479867623264,-0.0616467555047396,0.07377452907709112,-0.11939346022863352,-0.17848927936425932,0.01432257561314998
REL_260_272,-0.1849210079855868,0.7009191109782499,0.6493658425077923,0.7865484265257813,0.49787717571427,0.11106532567841695,1.1735378680833155,1.2713173623756957,1.1098545255477756,0.7129660208139518,0.8173677729757145,-0.21119421201749883
RIT1_202_214,0.07048707707680593,0.05379152567780387,-0.03952529964625621,-0.18999131782399023,-0.09966531557283116,-0.01090196533701437,0.22740722641670025,0.2049758856676336,0.28258121828659544,0.05432066959986592,0.01541110044112947,0.11873187392813556
ROA1_186_198,0.2676665460695971,0.27278297690450665,0.13115328285826125,-0.1752984705176631,-0.20328077845995493,-0.13305655032577857,0.10504350765955787,0.03691666353967804,0.1734363536350374,0.00587925964937567,-0.11861248838320086,-0.16204739037113183
RS6_228_240,0.3552878946478352,0.5994832889886187,0.6160070749171954,0.5376010556589348,0.34069712039737815,0.03089218723961373,0.8737327732087928,1.0172062823714587,0.9792582373218484,0.41078502909481135,0.710043976023997,0.06202457349598885
RUNX3_8_20,0.5666159724993983,0.25031905285813494,0.08897991884764345,-0.05671503001403562,-0.143038269827002,-0.06548779887682402,0.02764365425413176,0.03905968746248391,0.03340490362614488,-0.05698612513390287,0.07710250319624734,0.03318629074557222
RYR1_4317_4329,0.5236327354978624,0.4733485232559265,0.41839908841799706,0.28160145465580744,0.09782049598038758,0.2234374711170292,0.36282036199602025,0.4666508714598905,0.5311802433081579,0.2784187599263174,0.27263841735257,0.17379219737604826
SCN7A_898_910,0.08462010204787399,0.6470048682211846,0.6215883805500214,0.6960463516977647,0.4708849677349279,-0.07761724151659907,1.1147649551220766,1.2631472379619406,1.1868321810212894,0.6378048571776495,0.8204704301291196,-0.14035214873516288
STK6_283_295,-0.1687278433453958,0.13635052044918852,0.323567732510553,0.3845378934547335,0.16436701284490832,-0.05420130937117484,0.7780136609627117,0.8296557385760561,0.758330764357126,0.5162937231844479,0.5393433687584022,0.08108369152275388
SV2A_36_48,0.13475345815736323,0.10619156078827471,-0.05268925407426354,-0.09969086095180596,-0.0927371466948408,-0.07131297305615192,0.1482545744726404,0.2997293394028885,0.22867204877278863,0.08491175995040953,0.20378688250910904,0.10667398051110911
TAU_524_536,0.39262116514980744,0.273765887818306,-0.07651735490028835,-0.06762163233677132,-0.3153163269184116,-0.15721518400665097,0.14521214930703716,-0.00757761686263158,0.21331775250281088,-0.09219229643520332,-0.00378006605682422,-0.17232598601015278
TOP2A_1463_1475,0.17193312941859715,0.617705496452056,0.6653266745807874,0.5757347178400677,0.3419635325974906,0.02188667476659667,0,0,0,0.4092363555911091,0.5889333610460531,0.02018717841474012
TPH2_10_22,0.3218846158457562,0.20072797239407425,-0.0298908663536066,-0.1425657045763291,-0.13296308652891278,-0.1568349966093736,0.00872875658945204,0.07436526734250273,0.1237355448518859,-0.16277559314394807,-0.13460420530880146,-0.01000994625447522
TRPM7_1466_1478,0.3628104043589417,0.2923648145113546,0.07130770348740359,0.07836776551845462,-0.10976431332517209,0.1502423909211421,0.11666746803956674,0.00563591415646293,0.01671902677483257,0.03919204252605102,-0.02323112877197768,0.18381866311290965
TRPM7_1498_1510,0.18423954808803344,0.6955199709105866,0.8103469639942471,0.7179848155406235,0.4557992972031647,-0.01804258585880447,0.934976509701542,0.8709481178029718,0.7269340142550055,0.5938502015054699,0.6681127030832753,-0.00354633042305193
TY3H_65_77,0.3311301592473003,1.04809448484556,0.9646952960169924,0.7748256003847741,0.5399037122910416,0.13723650474066734,1.0808777388877686,1.2291984295291776,1.1289796917326185,0.6357925259925429,0.862013570359896,0.00424593428601483
VASP_150_162,0.00619637528922881,0.7585384865456675,0.7087235634038714,0.8111912197920544,0.4830976477515628,-0.06108653172951683,1.157025431899277,1.2554856313271874,1.1346533002352583,0.7140641238559429,0.8312879741742663,-0.09866156526130018
VASP_232_244,0.31089570828801516,0.32256614859371446,0.22346526469419797,-0.09716754305734612,-0.0651224462195292,-0.03298188917461431,-0.0584816739993254,-0.10184772087507751,-0.5901212451938225,-0.13236766431285543,-0.1610701461752173,-0.4533323584681743
VASP_271_283,0.27190533693185487,0.46133992649182015,0.24898163382197055,0.31508123480770794,0.14553123577235225,0.07680083547384134,0.5473229681609707,0.6071820599028234,0.5804513274459892,0.3116860486885618,0.3111519048884131,-0.01852918243412027
VIME_28_40,0.1531439493447273,0.07829172156181308,-0.07669806995824253,-0.1710838985392833,-0.21095843165781117,-0.20960918955039384,0.10224368303313014,0.16048599846575645,0.01757592090287829,-0.01059391129159987,0.01262020132884493,-0.01843356006961222
VTNC_390_402,0.0920434194196306,0.573842515097977,0.7649756913990586,0.6563591425892975,0.41486582067369265,-0.04215589168870912,0,0,0,0,0,0
XPO1_1049_1061,0.3496346882556602,0.23596477700120416,0.09175297299372018,-0.05532573935398972,-0.08221907562961306,-0.10477669318753602,0.22673984531506208,0.08070202090556608,0.1834323433199468,-0.04395001981020623,0.1299834849743382,0.05838888782835767
YAP1_374_386,0,0,0,0.06927686343792891,0.10122254873270008,0.3196063870746495,0.04578246073523694,-0.10380620037870184,-0.1930953883242692,-0.15465030202869973,-0.23534260257948675,-0.03043838891531525
