Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
MLCK,-0.8308333333333333,48,KRSA,0.40041710114702816,2,CAMK,MLCK,MLCK,TTN
COT,0.2966666666666667,72,KRSA,0.10010427528675704,1,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
CHK1,-0.17666666666666667,75,KRSA,0.06256517205422316,1,CAMK,CAMKL,CHK1,CHEK1
PKCH,-0.21833333333333332,73,KRSA,0.08759124087591241,1,AGC,PKC,ETA,PRKCE
PKCH,-0.21833333333333332,73,KRSA,0.08759124087591241,1,AGC,PKC,ETA,PRKCH
MSN,-0.5541666666666666,60,KRSA,0.2502606882168926,2,STE,STE20,MSN,MAP4K4
MSN,-0.5541666666666666,60,KRSA,0.2502606882168926,2,STE,STE20,MSN,NRK
MSN,-0.5541666666666666,60,KRSA,0.2502606882168926,2,STE,STE20,MSN,TNIK
IKK,-0.8591666666666666,41,KRSA,0.4880083420229406,2,OTHER,IKK,IKK,CHUK
IKK,-0.8591666666666666,41,KRSA,0.4880083420229406,2,OTHER,IKK,IKK,IKBKB
IKK,-0.8591666666666666,41,KRSA,0.4880083420229406,2,OTHER,IKK,IKK,IKBKE
IKK,-0.8591666666666666,41,KRSA,0.4880083420229406,2,OTHER,IKK,IKK,TBK1
ATM,-0.9883333333333334,35,KRSA,0.5630865484880083,3,ATYPICAL,PIKK,ATM,ATM
PEK,-2.6991666666666667,10,KRSA,0.8759124087591241,4,OTHER,PEK,HRI,EIF2AK1
PEK,-2.6991666666666667,10,KRSA,0.8759124087591241,4,OTHER,PEK,PKR,EIF2AK2
PEK,-2.6991666666666667,10,KRSA,0.8759124087591241,4,OTHER,PEK,PEK,EIF2AK3
PEK,-2.6991666666666667,10,KRSA,0.8759124087591241,4,OTHER,PEK,GCN2,EIF2AK4
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CDC2,CDK1
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CDK10,CDK10
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CRK7,CDK12
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CRK7,CDK13
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,PFTAIRE,CDK14
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,PFTAIRE,CDK15
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,PCTAIRE,CDK16
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,PCTAIRE,CDK17
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,PCTAIRE,CDK18
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CDK8,CDK19
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CDC2,CDK2
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CCRK,CDK20
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CDC2,CDK3
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CDK4,CDK4
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CDK5,CDK5
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CDK4,CDK6
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CDK7,CDK7
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CDK8,CDK8
CDK,-3.35,5,KRSA,0.9384775808133472,4,CMGC,CDK,CDK9,CDK9
CDK,-3.35,5,KRSA,0.9384775808133472,4,NA,NA,NA,CDK11A
CDK,-3.35,5,KRSA,0.9384775808133472,4,NA,NA,NA,CDK11B
PDK1,-3.7941666666666665,2,KRSA,0.9760166840458812,4,ATYPICAL,PDHK,PDHK,PDK1
PDK1,-3.7941666666666665,2,KRSA,0.9760166840458812,4,AGC,PDK1,PDK1,PDPK1
ERK,-4.384166666666666,1,KRSA,0.9885297184567258,4,CMGC,MAPK,ERK1,MAPK1
ERK,-4.384166666666666,1,KRSA,0.9885297184567258,4,CMGC,MAPK,ERK7,MAPK15
ERK,-4.384166666666666,1,KRSA,0.9885297184567258,4,CMGC,MAPK,ERK1,MAPK3
ERK,-4.384166666666666,1,KRSA,0.9885297184567258,4,CMGC,MAPK,ERK3,MAPK4
ERK,-4.384166666666666,1,KRSA,0.9885297184567258,4,CMGC,MAPK,ERK3,MAPK6
ERK,-4.384166666666666,1,KRSA,0.9885297184567258,4,CMGC,MAPK,ERK5,MAPK7
PKCA,-2.4466666666666668,11,KRSA,0.8633993743482794,4,AGC,PKC,ALPHA,PRKCA
PKCA,-2.4466666666666668,11,KRSA,0.8633993743482794,4,AGC,PKC,ALPHA,PRKCB
PKCA,-2.4466666666666668,11,KRSA,0.8633993743482794,4,AGC,PKC,ALPHA,PRKCG
DYRK,-3.701666666666666,4,KRSA,0.9509906152241918,4,CMGC,DYRK,DYRK1,DYRK1A
DYRK,-3.701666666666666,4,KRSA,0.9509906152241918,4,CMGC,DYRK,DYRK1,DYRK1B
DYRK,-3.701666666666666,4,KRSA,0.9509906152241918,4,CMGC,DYRK,DYRK2,DYRK2
DYRK,-3.701666666666666,4,KRSA,0.9509906152241918,4,CMGC,DYRK,DYRK2,DYRK3
DYRK,-3.701666666666666,4,KRSA,0.9509906152241918,4,CMGC,DYRK,DYRK2,DYRK4
DYRK,-3.701666666666666,4,KRSA,0.9509906152241918,4,CMGC,DYRK,HIPK,HIPK1
DYRK,-3.701666666666666,4,KRSA,0.9509906152241918,4,CMGC,DYRK,HIPK,HIPK2
DYRK,-3.701666666666666,4,KRSA,0.9509906152241918,4,CMGC,DYRK,HIPK,HIPK3
DYRK,-3.701666666666666,4,KRSA,0.9509906152241918,4,CMGC,DYRK,HIPK,HIPK4
DYRK,-3.701666666666666,4,KRSA,0.9509906152241918,4,CMGC,DYRK,PRP4,PRPF4B
JNK,-3.725833333333333,3,KRSA,0.9635036496350365,4,CMGC,MAPK,JNK,MAPK10
JNK,-3.725833333333333,3,KRSA,0.9635036496350365,4,CMGC,MAPK,JNK,MAPK8
JNK,-3.725833333333333,3,KRSA,0.9635036496350365,4,CMGC,MAPK,JNK,MAPK9
NMO,-2.44,12,KRSA,0.8508863399374348,4,CMGC,MAPK,NMO,NLK
QIK,-2.275,14,KRSA,0.8258602711157456,4,CAMK,CAMKL,QIK,SIK1
QIK,-2.275,14,KRSA,0.8258602711157456,4,CAMK,CAMKL,QIK,SIK2
MTOR,-1.7675,17,KRSA,0.7883211678832117,4,ATYPICAL,PIKK,FRAP,MTOR
PLK,-2.943333333333334,8,KRSA,0.9009384775808134,4,NA,NA,NA,PLK5
PLK,-2.943333333333334,8,KRSA,0.9009384775808134,4,OTHER,PLK,PLK1,PLK1
PLK,-2.943333333333334,8,KRSA,0.9009384775808134,4,OTHER,PLK,PLK2,PLK2
PLK,-2.943333333333334,8,KRSA,0.9009384775808134,4,OTHER,PLK,PLK2,PLK3
PLK,-2.943333333333334,8,KRSA,0.9009384775808134,4,OTHER,PLK,SAK,PLK4
PDHK,-0.6858333333333333,55,KRSA,0.31282586027111575,2,ATYPICAL,PDHK,BCKDK,BCKDK
PDHK,-0.6858333333333333,55,KRSA,0.31282586027111575,2,ATYPICAL,PDHK,PDHK,PDK2
PDHK,-0.6858333333333333,55,KRSA,0.31282586027111575,2,ATYPICAL,PDHK,PDHK,PDK3
PDHK,-0.6858333333333333,55,KRSA,0.31282586027111575,2,ATYPICAL,PDHK,PDHK,PDK4
STE7,-1.6208333333333331,20,KRSA,0.7507820646506778,4,STE,STE7,MEK1,MAP2K1
STE7,-1.6208333333333331,20,KRSA,0.7507820646506778,4,STE,STE7,MEK1,MAP2K2
STE7,-1.6208333333333331,20,KRSA,0.7507820646506778,4,STE,STE7,MEK3,MAP2K3
STE7,-1.6208333333333331,20,KRSA,0.7507820646506778,4,STE,STE7,MEK4,MAP2K4
STE7,-1.6208333333333331,20,KRSA,0.7507820646506778,4,STE,STE7,MEK5,MAP2K5
STE7,-1.6208333333333331,20,KRSA,0.7507820646506778,4,STE,STE7,MEK3,MAP2K6
STE7,-1.6208333333333331,20,KRSA,0.7507820646506778,4,STE,STE7,MEK7,MAP2K7
P38,-3.2391666666666667,6,KRSA,0.9259645464025026,4,CMGC,MAPK,P38,MAPK11
P38,-3.2391666666666667,6,KRSA,0.9259645464025026,4,CMGC,MAPK,P38,MAPK12
P38,-3.2391666666666667,6,KRSA,0.9259645464025026,4,CMGC,MAPK,P38,MAPK13
P38,-3.2391666666666667,6,KRSA,0.9259645464025026,4,CMGC,MAPK,P38,MAPK14
PHK,-1.56,22,KRSA,0.7257559958289885,3,CAMK,PHK,PHK,PHKG1
PHK,-1.56,22,KRSA,0.7257559958289885,3,CAMK,PHK,PHK,PHKG2
IKK,-0.8591666666666666,41,KRSA,0.4880083420229406,2,OTHER,IKK,IKK,CHUK
IKK,-0.8591666666666666,41,KRSA,0.4880083420229406,2,OTHER,IKK,IKK,IKBKB
IKK,-0.8591666666666666,41,KRSA,0.4880083420229406,2,OTHER,IKK,IKK,IKBKE
IKK,-0.8591666666666666,41,KRSA,0.4880083420229406,2,OTHER,IKK,IKK,TBK1
RAF,-2.3133333333333335,13,KRSA,0.8383733055265902,4,TKL,RAF,RAF,ARAF
RAF,-2.3133333333333335,13,KRSA,0.8383733055265902,4,TKL,RAF,RAF,BRAF
RAF,-2.3133333333333335,13,KRSA,0.8383733055265902,4,TKL,RAF,KSR,KSR1
RAF,-2.3133333333333335,13,KRSA,0.8383733055265902,4,TKL,RAF,KSR,KSR2
RAF,-2.3133333333333335,13,KRSA,0.8383733055265902,4,TKL,RAF,RAF,RAF1
